#timestamp x y z qx qy qz qw
59.896000 0.615724 3.158978 0.015625 -0.004498 0.002582 0.490923 0.871187
60.193000 0.596451 3.166666 0.015434 -0.003949 0.003296 0.598132 0.801381
60.952000 0.639543 3.253910 0.014381 -0.004068 0.003108 0.528200 0.849104
61.183000 0.686401 3.288154 0.013846 -0.004246 0.002794 0.422043 0.906562
61.414000 0.739591 3.311213 0.013392 -0.004421 0.002475 0.314901 0.949111
61.678000 0.802980 3.323892 0.012996 -0.004598 0.002138 0.196605 0.980470
61.909000 0.860876 3.321552 0.012735 -0.004725 0.001826 0.087369 0.996163
62.206000 0.934244 3.304396 0.012541 -0.004875 0.001407 -0.044912 0.998978
62.437000 0.958359 3.296394 0.012408 -0.004894 0.001360 -0.098452 0.995129
64.351000 0.998908 3.275491 0.012318 -0.004957 0.001283 -0.157824 0.987454
64.681000 1.056774 3.217106 0.012479 -0.005122 0.000679 -0.313422 0.949600
64.912000 1.082609 3.166191 0.012279 -0.005236 -0.000073 -0.421156 0.906973
65.143000 1.097539 3.112391 0.013113 -0.005253 -0.000497 -0.518927 0.854802
65.374000 1.109384 3.067050 0.013715 -0.005070 -0.000956 -0.587470 0.809229
65.836000 1.137619 2.971816 0.014692 -0.004926 -0.001119 -0.609667 0.792642
67.354000 1.152124 2.868113 0.015166 -0.004920 -0.001272 -0.634659 0.772775
67.849000 1.161712 2.753324 0.015769 -0.004895 -0.001440 -0.662523 0.749024
68.311000 1.167705 2.643395 0.016455 -0.004965 -0.001517 -0.673767 0.738926
69.037000 1.190603 2.566751 0.018196 -0.005016 -0.001116 -0.605289 0.795989
69.268000 1.206086 2.578973 0.018182 -0.005127 -0.000636 -0.512404 0.858729
69.499000 1.219134 2.594629 0.018146 -0.005194 -0.000144 -0.413016 0.910709
69.730000 1.227078 2.604346 0.018441 -0.005011 0.000547 -0.348024 0.937472
70.423000 1.288978 2.525790 0.018386 -0.005139 -0.000025 -0.425649 0.904874
70.687000 1.315364 2.471359 0.018528 -0.005057 -0.000366 -0.482454 0.875907
71.149000 1.354991 2.372797 0.019463 -0.004937 -0.000655 -0.544699 0.838617
71.611000 1.383824 2.257136 0.020104 -0.005058 -0.000965 -0.592978 0.805202
73.195000 1.410902 2.150926 0.021268 -0.004901 -0.001024 -0.620972 0.783817
73.723000 1.439567 2.031995 0.022388 -0.004743 -0.001046 -0.638729 0.769416
74.218000 1.465369 1.920752 0.022098 -0.004991 -0.001191 -0.625593 0.780133
74.977000 1.502824 1.853957 0.022300 -0.005114 -0.000550 -0.529851 0.848075
75.241000 1.494405 1.847049 0.026332 -0.005031 0.000040 -0.411552 0.911373
75.505000 1.505619 1.862790 0.026362 -0.004989 0.000853 -0.299065 0.954219
77.155000 1.471527 1.891271 0.025514 -0.004882 0.001338 -0.222852 0.974839
77.386000 1.476921 1.903181 0.025588 -0.004846 0.001881 -0.142154 0.989831
77.617000 1.481229 1.921157 0.025552 -0.004725 0.002558 -0.027803 0.999599
77.848000 1.481177 1.939790 0.025528 -0.004513 0.003229 0.086426 0.996243
78.112000 1.477990 1.953536 0.025565 -0.004319 0.003763 0.171567 0.985156
79.300000 1.556486 1.963710 0.025129 -0.004727 0.003559 0.093824 0.995571
79.531000 1.603660 1.950144 0.025114 -0.005191 0.003194 -0.010632 0.999925
79.795000 1.600790 1.940109 0.025392 -0.005511 0.003013 -0.071140 0.997447
80.000000 1.577762 1.997002 0.025091 -0.005634 0.003176 -0.066948 0.997736
80.752000 1.638445 1.911540 0.025080 -0.005582 0.002172 -0.168863 0.985621
80.983000 1.679080 1.885984 0.025108 -0.005588 0.001403 -0.268663 0.963217
81.214000 1.710801 1.828625 0.025744 -0.005518 0.000772 -0.361303 0.932432
81.445000 1.745034 1.780681 0.025473 -0.005501 0.000295 -0.430426 0.902609
81.676000 1.763710 1.724768 0.027669 -0.005524 0.000108 -0.481105 0.876645
82.138000 1.802268 1.617644 0.030515 -0.005385 0.000111 -0.526505 0.850155
82.600000 1.844802 1.619259 0.028236 -0.005349 0.000244 -0.455540 0.890199
82.897000 1.862324 1.642479 0.028766 -0.005588 0.001104 -0.324583 0.945840
83.128000 1.871598 1.663411 0.029705 -0.005502 0.001970 -0.217598 0.976021
83.359000 1.873924 1.676019 0.029915 -0.005326 0.002404 -0.158088 0.987408
83.854000 1.929991 1.642910 0.029272 -0.005389 0.002022 -0.213934 0.976831
84.151000 1.977698 1.590980 0.028782 -0.005417 0.001304 -0.313541 0.949558
84.415000 2.020572 1.540021 0.027942 -0.005153 0.000577 -0.370239 0.928922
84.877000 2.080281 1.447248 0.028353 -0.005393 0.000379 -0.420492 0.907280
86.593000 2.179615 1.344120 0.027917 -0.005362 0.000370 -0.415563 0.909548
87.055000 2.260591 1.270243 0.027546 -0.005392 0.000550 -0.370250 0.928916
87.517000 2.355616 1.209908 0.026968 -0.005521 0.000777 -0.297449 0.954721
88.012000 2.430152 1.181476 0.026620 -0.005493 0.001505 -0.215697 0.976444
88.243000 2.438875 1.196433 0.025256 -0.005559 0.002061 -0.121303 0.992598
88.474000 2.453769 1.210325 0.023523 -0.005463 0.002874 -0.006665 0.999959
88.705000 2.464328 1.224163 0.021798 -0.005264 0.003674 0.104536 0.994500
88.936000 2.459358 1.237577 0.022305 -0.005192 0.004240 0.172920 0.984913
89.662000 2.564541 1.249118 0.022066 -0.005894 0.003766 0.052758 0.998583
89.893000 2.617965 1.235744 0.022470 -0.006493 0.003351 -0.049134 0.998765
90.157000 2.674110 1.222948 0.022736 -0.006607 0.002637 -0.134621 0.990872
90.619000 2.771576 1.189763 0.022961 -0.006027 0.001637 -0.181371 0.983395
92.236000 2.881852 1.149346 0.023621 -0.005902 0.001792 -0.172578 0.984977
92.698000 2.982140 1.115850 0.023172 -0.005803 0.001885 -0.161216 0.986900
93.160000 3.082130 1.081941 0.023838 -0.006008 0.001973 -0.161231 0.986896
93.622000 3.190213 1.058223 0.023462 -0.006037 0.002063 -0.127415 0.991829
94.117000 3.207600 1.074933 0.022926 -0.005875 0.003710 -0.022561 0.999721
94.381000 3.203601 1.094956 0.022637 -0.005367 0.004254 0.107312 0.994202
94.612000 3.195949 1.109012 0.022441 -0.004967 0.004581 0.204938 0.978752
94.876000 3.189096 1.115973 0.022319 -0.004751 0.004679 0.260957 0.965328
95.470000 3.282354 1.145450 0.021316 -0.005164 0.004067 0.176026 0.984364
95.701000 3.334661 1.151739 0.020855 -0.005418 0.003599 0.125680 0.992050
95.932000 3.386148 1.155863 0.020446 -0.005547 0.003215 0.089937 0.995927
96.394000 3.490405 1.159135 0.020599 -0.005781 0.003082 0.039052 0.999216
97.087000 3.592716 1.164659 0.019797 -0.006018 0.003056 0.020829 0.999760
98.044000 3.719441 1.159463 0.019204 -0.006022 0.002984 -0.011585 0.999910
98.506000 3.825369 1.149420 0.021185 -0.006111 0.003173 -0.033232 0.999424
98.968000 3.922405 1.137582 0.022770 -0.006181 0.003375 -0.057227 0.998336
100.651000 4.059738 1.108708 0.020796 -0.006184 0.003245 -0.079588 0.996803
101.146000 4.175473 1.088780 0.020048 -0.006288 0.003217 -0.087398 0.996148
101.608000 4.283672 1.071724 0.019321 -0.006348 0.003285 -0.079056 0.996845
102.301000 4.369871 1.074036 0.018522 -0.006127 0.003822 0.005083 0.999961
102.532000 4.370460 1.092216 0.018175 -0.005747 0.004473 0.111882 0.993695
102.829000 4.364199 1.114378 0.017826 -0.005150 0.005252 0.248111 0.968704
103.060000 4.359151 1.123450 0.017632 -0.004885 0.005596 0.308733 0.951120
103.786000 4.459794 1.175404 0.016075 -0.005312 0.005285 0.243499 0.969872
104.281000 4.570866 1.212779 0.014620 -0.005710 0.004946 0.180969 0.983460
104.776000 4.681943 1.252242 0.013133 -0.005801 0.004917 0.173691 0.984771
106.525000 4.826647 1.318071 0.011035 -0.005676 0.005154 0.212649 0.977099
107.020000 4.926365 1.379980 0.009329 -0.005438 0.005467 0.268776 0.963172
107.482000 5.008214 1.453998 0.007592 -0.005054 0.005870 0.342889 0.939344
107.977000 5.057594 1.517665 0.006236 -0.004627 0.006255 0.416062 0.909303
108.208000 5.046374 1.527800 0.006064 -0.004098 0.006651 0.498276 0.866984
108.439000 5.028986 1.536680 0.005952 -0.003328 0.007098 0.599162 0.800590
108.670000 5.009577 1.540026 0.005931 -0.002490 0.007467 0.691951 0.721901
108.901000 4.997482 1.539652 0.005908 -0.001963 0.007656 0.744956 0.667067
109.594000 5.009282 1.642661 0.004250 -0.002749 0.007420 0.675419 0.737391
109.825000 5.031394 1.694389 0.003240 -0.003370 0.007208 0.618582 0.785680
110.056000 5.057117 1.744532 0.002223 -0.003820 0.007037 0.573163 0.819402
110.551000 5.112390 1.847234 0.000240 -0.004432 0.006665 0.505839 0.862590
112.201000 5.189353 1.958385 -0.002019 -0.004721 0.006480 0.470970 0.882113
112.696000 5.261508 2.050509 -0.003969 -0.004985 0.006292 0.442126 0.896917
113.158000 5.338593 2.130253 -0.005771 -0.005285 0.006035 0.400125 0.916425
113.620000 5.420218 2.199052 -0.007439 -0.005561 0.005767 0.359964 0.932932
114.082000 5.417334 2.219913 -0.007841 -0.004963 0.006278 0.456120 0.889882
114.313000 5.402388 2.231242 -0.008026 -0.004248 0.006768 0.554786 0.831954
114.544000 5.386443 2.238405 -0.008145 -0.003535 0.007153 0.640926 0.767561
114.775000 5.377284 2.240869 -0.008240 -0.003138 0.007322 0.685836 0.727712
115.303000 5.394132 2.312030 -0.009504 -0.003586 0.007087 0.642967 0.765853
115.567000 5.431710 2.366230 -0.010646 -0.004444 0.006595 0.547463 0.836792
115.864000 5.487505 2.416613 -0.011840 -0.005270 0.005909 0.434041 0.900858
116.095000 5.534205 2.444942 -0.012650 -0.005782 0.005373 0.355312 0.934714
116.359000 5.595088 2.467398 -0.013451 -0.006304 0.004676 0.258145 0.966074
116.590000 5.649143 2.481841 -0.014089 -0.006607 0.004229 0.195590 0.980654
117.349000 5.719347 2.492207 -0.014751 -0.006896 0.003685 0.125152 0.992107
117.811000 5.829937 2.500282 -0.015590 -0.007133 0.003123 0.054159 0.998502
118.273000 5.938892 2.499113 -0.016269 -0.007289 0.002683 0.004402 0.999960
118.768000 6.056559 2.492592 -0.016897 -0.007343 0.002406 -0.022517 0.999717
120.319000 6.165241 2.485046 -0.017446 -0.007362 0.002270 -0.029329 0.999540
120.814000 6.281158 2.478383 -0.018022 -0.007349 0.002175 -0.029486 0.999536
121.276000 6.390163 2.472092 -0.018548 -0.007321 0.002073 -0.029653 0.999531
122.233000 6.484378 2.491583 -0.019361 -0.006932 0.003080 0.126208 0.991975
122.464000 6.478706 2.508305 -0.019699 -0.006580 0.003686 0.230788 0.972975
122.695000 6.472712 2.519368 -0.019955 -0.006301 0.004071 0.304530 0.952473
123.388000 6.557078 2.561194 -0.020991 -0.006611 0.003466 0.230870 0.972956
123.619000 6.613942 2.566325 -0.021381 -0.006931 0.002709 0.138257 0.990368
123.850000 6.669055 2.564559 -0.021653 -0.007110 0.002052 0.062094 0.998043
124.114000 6.732790 2.558676 -0.021877 -0.007199 0.001510 0.003556 0.999967
124.576000 6.843036 2.540889 -0.022040 -0.007257 0.000900 -0.063104 0.997980
126.193000 6.976616 2.516327 -0.022134 -0.007247 0.000631 -0.081771 0.996625
126.688000 7.091827 2.498265 -0.022245 -0.007230 0.000517 -0.078127 0.996917
127.150000 7.200185 2.481430 -0.022326 -0.007226 0.000369 -0.078262 0.996907
127.843000 7.240845 2.499204 -0.022765 -0.007104 0.001260 0.067642 0.997684
128.074000 7.235083 2.517245 -0.023137 -0.006943 0.001895 0.179815 0.983674
128.305000 7.229800 2.529743 -0.023432 -0.006785 0.002306 0.259816 0.965632
129.031000 7.315064 2.562725 -0.024077 -0.006968 0.001596 0.183857 0.982927
129.262000 7.371665 2.561629 -0.024199 -0.007096 0.000774 0.088671 0.996035
129.493000 7.426373 2.554492 -0.024217 -0.007118 0.000075 0.013782 0.999880
129.790000 7.497123 2.538123 -0.024079 -0.007089 -0.000649 -0.064466 0.997895
130.318000 7.611783 2.497571 -0.023541 -0.006975 -0.001425 -0.149875 0.988679
131.770000 7.700342 2.447916 -0.022862 -0.006801 -0.002079 -0.217515 0.976031
132.232000 7.792085 2.394897 -0.022097 -0.006714 -0.002491 -0.252307 0.967621
132.760000 7.890765 2.317102 -0.020934 -0.006424 -0.003168 -0.323369 0.946246
133.000000 7.970958 2.248676 -0.019905 -0.006337 -0.003409 -0.331126 0.943559
133.453000 7.938212 2.294604 -0.020769 -0.006542 -0.003095 -0.255358 0.966820
133.684000 7.944448 2.313155 -0.021138 -0.006831 -0.002525 -0.143162 0.989673
133.915000 7.946201 2.329421 -0.021489 -0.007042 -0.002060 -0.047861 0.998827
134.839000 8.070356 2.290559 -0.020581 -0.006692 -0.003162 -0.178559 0.983901
135.202000 8.132338 2.226139 -0.019521 -0.006057 -0.004348 -0.328047 0.944632
135.433000 8.168425 2.186051 -0.018903 -0.005608 -0.005026 -0.402316 0.915470
135.664000 8.200628 2.142805 -0.018243 -0.005226 -0.005543 -0.455470 0.890219
136.126000 8.232673 2.077078 -0.017245 -0.004831 -0.006007 -0.501899 0.864892
138.898000 8.262218 1.992357 -0.015972 -0.004321 -0.006507 -0.557376 0.830223
139.459000 8.290021 1.883005 -0.011752 -0.004169 -0.006617 -0.599188 0.800570
140.185000 8.320654 1.744650 -0.007072 -0.004136 -0.006655 -0.627332 0.778713
141.802000 8.343485 1.615735 -0.006550 -0.003560 -0.006350 -0.657659 0.753281
142.330000 8.362004 1.602700 -0.005267 -0.004186 -0.006178 -0.583023 0.812421
142.594000 8.378232 1.616430 -0.005476 -0.004949 -0.005466 -0.472060 0.881536
142.825000 8.388326 1.631156 -0.005732 -0.005483 -0.004794 -0.375752 0.926691
143.056000 8.391973 1.640826 -0.005949 -0.005737 -0.004345 -0.320669 0.947164
143.518000 8.432400 1.597321 -0.005287 -0.005519 -0.004513 -0.367249 0.930095
143.749000 8.453056 1.548648 -0.004650 -0.005036 -0.004913 -0.456745 0.889570
144.013000 8.468067 1.489552 -0.003906 -0.004527 -0.005278 -0.543957 0.839084
144.244000 8.476449 1.436772 -0.003144 -0.003851 -0.005638 -0.598019 0.801453
144.739000 8.492578 1.310116 -0.003133 -0.003460 -0.006409 -0.661169 0.750202
146.125000 8.486881 1.238860 -0.001149 -0.003028 -0.006520 -0.702348 0.711797
146.587000 8.484501 1.132501 0.000721 -0.002904 -0.006697 -0.719703 0.694244
147.082000 8.473096 1.019093 0.003008 -0.002724 -0.006931 -0.737620 0.675175
147.610000 8.454846 0.892573 0.006154 -0.002535 -0.006926 -0.752997 0.657983
148.369000 8.478642 0.860311 0.010991 -0.004328 -0.006725 -0.645511 0.763709
148.633000 8.494899 0.863939 0.008796 -0.005013 -0.006057 -0.550977 0.834483
148.864000 8.505616 0.871122 0.008003 -0.005013 -0.005461 -0.497929 0.867186
149.326000 8.529959 0.819236 0.008054 -0.004453 -0.005356 -0.531592 0.846972
149.557000 8.528440 0.769133 0.007815 -0.003639 -0.005599 -0.612705 0.790284
149.821000 8.512341 0.711328 0.006739 -0.002746 -0.006309 -0.713093 0.701035
150.118000 8.489011 0.646511 0.006167 -0.001854 -0.006623 -0.783101 0.621856
150.349000 8.464180 0.591853 0.003924 -0.001302 -0.006957 -0.830434 0.557072
150.580000 8.424779 0.549025 0.004249 0.001152 0.007235 0.866745 -0.498697
150.844000 8.389451 0.505926 0.005300 0.000816 0.007329 0.895625 -0.444749
152.428000 8.313807 0.400101 0.007124 0.000839 0.007066 0.885096 -0.465354
152.890000 8.255022 0.308010 0.008667 0.001279 0.007177 0.871491 -0.490357
153.352000 8.194556 0.215935 0.011056 0.000977 0.006848 0.874828 -0.484384
154.045000 8.200640 0.170076 0.015649 -0.000996 -0.005947 -0.795500 0.605923
154.276000 8.211363 0.180869 0.017208 -0.003188 -0.007259 -0.723523 0.690255
154.573000 8.239575 0.167901 0.017719 -0.004194 -0.007060 -0.647971 0.761621
155.431000 8.258730 0.031381 0.014344 -0.004411 -0.007120 -0.653790 0.756629
155.893000 8.278782 -0.077603 0.021476 -0.004239 -0.007078 -0.671501 0.740958
156.355000 8.279526 -0.181807 0.024197 -0.003932 -0.007169 -0.698786 0.715284
157.312000 8.271334 -0.308292 0.027592 -0.003516 -0.007199 -0.719257 0.694698
157.774000 8.261219 -0.416975 0.032737 -0.003016 -0.006793 -0.726355 0.687280
158.000000 8.581566 -0.479222 0.035841 -0.004570 -0.007203 -0.681144 0.732100
158.236000 8.258032 -0.518194 0.036041 -0.005157 -0.008183 -0.729287 0.684140
158.764000 8.251406 -0.629637 0.044211 -0.003953 -0.007033 -0.730369 0.683005
159.754000 8.244627 -0.784837 0.041531 -0.003871 -0.007415 -0.738421 0.674288
160.249000 8.214425 -0.896972 0.044932 -0.002311 -0.006323 -0.774958 0.631977
160.744000 8.181531 -1.010696 0.045615 -0.000929 -0.005301 -0.802240 0.596977
161.206000 8.159230 -1.129795 0.041706 0.000694 -0.004375 -0.836170 0.548452
161.701000 8.088290 -1.219500 0.044192 0.001299 -0.003839 -0.858526 0.512754
162.163000 8.034282 -1.311758 0.045738 0.002237 -0.002943 -0.854656 0.519181
162.625000 8.000972 -1.410936 0.049015 0.000550 -0.004327 -0.849655 0.527320
163.087000 7.969982 -1.432099 0.049522 0.000415 -0.004226 -0.812618 0.582781
163.318000 7.991768 -1.437543 0.048044 -0.000310 -0.004425 -0.748858 0.662716
163.549000 8.015333 -1.437654 0.046533 -0.001105 -0.004512 -0.672111 0.740436
163.780000 8.034146 -1.434270 0.044967 -0.001783 -0.004546 -0.607922 0.793982
164.539000 8.047843 -1.536699 0.044323 -0.001652 -0.004858 -0.677036 0.735932
164.836000 8.019424 -1.601432 0.042923 -0.001690 -0.005463 -0.753570 0.657343
165.067000 8.006968 -1.664293 0.052608 0.001288 -0.003280 -0.794328 0.607479
165.562000 7.955877 -1.764342 0.050430 0.001577 -0.003323 -0.836811 0.547480
166.321000 7.894505 -1.861055 0.050015 0.002034 -0.003021 -0.851250 0.524748
166.783000 7.824522 -1.957681 0.051040 0.002170 -0.003309 -0.846693 0.532067
167.014000 7.883720 -2.013811 0.058266 0.001740 -0.003236 -0.829937 0.557845
167.245000 7.791386 -2.056120 0.056741 0.001729 -0.003099 -0.829548 0.558424
167.707000 7.786417 -2.164063 0.046275 0.001939 -0.003089 -0.836165 0.548467
168.202000 7.714379 -2.261739 0.052580 -0.003429 0.001451 0.867440 -0.497528
168.664000 7.650705 -2.356646 0.057830 -0.005203 -0.000426 0.877573 -0.479415
169.126000 7.579121 -2.436843 0.056339 -0.004717 -0.000221 0.900401 -0.435035
169.588000 7.494984 -2.505570 0.055736 -0.004440 -0.000201 0.927697 -0.373309
169.819000 7.446745 -2.534892 0.056307 -0.004230 -0.000088 0.938077 -0.346402
170.281000 7.405711 -2.536486 0.051146 -0.003755 0.001198 0.912180 -0.409771
170.512000 7.426335 -2.552044 0.051148 0.003111 -0.002179 -0.864488 0.502640
170.743000 7.450179 -2.566838 0.052778 0.003212 -0.002384 -0.807890 0.589320
170.974000 7.468161 -2.578957 0.045236 0.000775 -0.003606 -0.763634 0.645639
171.667000 7.465094 -2.669467 0.049525 0.002311 -0.002482 -0.815922 0.578152
171.898000 7.431335 -2.708700 0.053173 0.003769 -0.001097 -0.863096 0.505025
172.129000 7.396693 -2.751917 0.054963 -0.004743 -0.000007 0.892684 -0.450658
172.393000 7.356319 -2.801543 0.054747 -0.004769 -0.000357 0.920736 -0.390156
172.723000 7.290370 -2.849799 0.053550 -0.004684 -0.000539 0.940952 -0.338506
173.185000 7.195723 -2.906076 0.051461 -0.004528 -0.000441 0.958729 -0.284286
173.680000 7.091974 -2.964979 0.048332 -0.004460 -0.000248 0.965426 -0.260640
175.693000 7.000625 -3.012034 0.044829 -0.004288 -0.000364 0.970458 -0.241231
176.188000 6.893805 -3.062946 0.041075 -0.004076 0.000008 0.974396 -0.224802
176.650000 6.797909 -3.107536 0.039427 -0.003724 0.000303 0.975925 -0.218075
177.178000 6.687012 -3.156918 0.037834 -0.003617 0.000387 0.976001 -0.217734
179.125000 6.688895 -3.140156 0.037662 -0.003756 -0.000076 0.987211 -0.159375
179.851000 6.638064 -3.139758 0.037012 -0.003820 -0.000296 0.994276 -0.106773
180.082000 6.581944 -3.137068 0.036180 -0.003957 -0.000764 0.998622 -0.052323
180.577000 6.468216 -3.134434 0.035753 -0.004022 -0.001038 0.999988 0.002484
181.039000 6.364051 -3.129623 0.035499 -0.003997 -0.000864 0.999568 0.029089
181.501000 6.261034 -3.104582 0.035775 -0.003912 -0.001100 0.993954 0.109720
182.000000 6.956211 -3.470702 0.042335 -0.003907 -0.000762 0.998771 0.049410
182.227000 6.149064 -3.078673 0.037930 -0.003790 -0.000934 0.993230 0.116102
182.458000 6.158806 -3.102292 0.038056 -0.003865 -0.000774 0.999143 0.041204
182.689000 6.144297 -3.115440 0.036246 -0.003770 -0.000081 0.997109 -0.075896
182.986000 6.135849 -3.130911 0.034727 -0.003749 0.000724 0.978803 -0.204769
183.943000 6.086046 -3.113625 0.034546 -0.003939 -0.000065 0.997761 -0.066763
184.174000 6.061940 -3.086157 0.035005 -0.004158 -0.000612 0.999192 0.039972
184.405000 6.025775 -3.069023 0.034966 -0.004081 -0.001306 0.987899 0.155039
184.636000 5.995014 -3.027362 0.033174 -0.003990 -0.001325 0.964863 0.262719
184.867000 5.968404 -2.975914 0.030815 -0.003867 -0.001119 0.931122 0.364687
185.197000 5.947304 -2.897467 0.030484 -0.003639 -0.001765 0.862591 0.505886
185.428000 5.951013 -2.847400 0.030414 -0.003500 -0.002101 0.810152 0.586205
185.659000 5.955681 -2.792452 0.030343 -0.003453 -0.002320 0.776544 0.630049
186.154000 5.961988 -2.712687 0.030261 -0.003375 -0.002498 0.742523 0.669808
187.144000 5.973484 -2.691121 0.028341 -0.003288 -0.003148 0.695944 0.718082
187.375000 5.983793 -2.644870 0.031464 -0.002871 -0.003129 0.618665 0.785643
187.672000 6.022283 -2.587747 0.030933 -0.002360 -0.003282 0.509640 0.860378
187.903000 6.054634 -2.549775 0.024609 -0.001881 -0.003408 0.461915 0.886916
188.365000 6.126009 -2.477948 0.028689 -0.001854 -0.003488 0.403625 0.914916
188.827000 6.202419 -2.404364 0.031058 -0.001781 -0.003532 0.379181 0.925314
189.520000 6.217662 -2.362546 0.032961 -0.002234 -0.003283 0.489990 0.871719
189.784000 6.194068 -2.357944 0.034580 -0.002705 -0.002898 0.604061 0.796928
190.015000 6.182621 -2.346534 0.033426 -0.002931 -0.002651 0.680509 0.732729
190.246000 6.181125 -2.342289 0.034000 -0.003003 -0.002247 0.710946 0.703237
190.708000 6.191679 -2.272961 0.035830 -0.003009 -0.001690 0.648419 0.761276
190.972000 6.225384 -2.219338 0.032859 -0.002685 -0.002988 0.579594 0.814896
191.434000 6.283062 -2.128007 0.033896 -0.002694 -0.003326 0.511209 0.859446
191.896000 6.339394 -2.039274 0.040320 -0.003779 -0.002235 0.480623 0.876917
193.348000 6.362971 -1.965052 0.036626 -0.003354 -0.002846 0.543877 0.839153
193.579000 6.353923 -1.917094 0.035098 -0.003271 -0.002847 0.631618 0.775268
193.810000 6.336829 -1.865331 0.033601 -0.003211 -0.002947 0.702812 0.711362
194.041000 6.312925 -1.816845 0.032104 -0.003129 -0.003168 0.756594 0.653870
194.272000 6.276105 -1.775924 0.033635 -0.003595 -0.002310 0.789907 0.613211
194.767000 6.204733 -1.678134 0.033041 -0.003861 -0.002327 0.839263 0.543707
195.000000 6.822241 -2.133692 0.039566 -0.004086 -0.001823 0.884552 0.466421
195.229000 6.191166 -1.670754 0.034766 -0.003939 -0.001493 0.910903 0.412599
195.460000 6.184532 -1.680383 0.035411 -0.004048 -0.000978 0.951688 0.307038
195.724000 6.181883 -1.686284 0.033776 -0.003945 -0.000766 0.981330 0.192292
195.955000 6.185723 -1.680455 0.032416 -0.003890 -0.000698 0.990895 0.134579
196.681000 6.119002 -1.636747 0.031413 -0.003790 -0.001021 0.972222 0.234027
196.912000 6.091198 -1.579760 0.031519 -0.003756 -0.001346 0.935035 0.354534
197.143000 6.072559 -1.519036 0.030617 -0.003624 -0.001835 0.888850 0.458180
197.374000 6.067466 -1.469989 0.033693 -0.003745 -0.002267 0.827866 0.560909
197.605000 6.075124 -1.418087 0.037314 -0.004092 -0.002185 0.758062 0.652166
197.902000 6.082704 -1.350051 0.037357 -0.003772 -0.002382 0.664554 0.747227
198.133000 6.085166 -1.330658 0.037432 -0.003631 -0.002337 0.606883 0.794780
199.189000 6.104704 -1.320596 0.037658 -0.003499 -0.002273 0.544763 0.838580
199.420000 6.147129 -1.279932 0.037915 -0.003364 -0.002282 0.461139 0.887319
199.651000 6.189180 -1.243815 0.038151 -0.003262 -0.002239 0.384240 0.923225
199.882000 6.228274 -1.206706 0.038326 -0.003237 -0.002201 0.308527 0.951208
200.146000 6.279743 -1.171299 0.037936 -0.003062 -0.002324 0.231566 0.972812
200.377000 6.301926 -1.159340 0.037481 -0.002856 -0.002498 0.139733 0.990182
200.608000 6.317706 -1.170965 0.037103 -0.002567 -0.002712 0.024568 0.999691
200.839000 6.344837 -1.192050 0.036833 -0.002293 -0.002902 -0.091866 0.995765
201.202000 6.346797 -1.211787 0.035824 -0.002075 -0.003387 -0.202686 0.979236
202.654000 6.408186 -1.270293 0.035668 -0.001768 -0.003631 -0.321317 0.946963
202.951000 6.438272 -1.334709 0.035451 -0.001210 -0.003890 -0.453377 0.891310
203.215000 6.454741 -1.399626 0.035164 -0.000748 -0.004033 -0.546909 0.837182
203.446000 6.463754 -1.457523 0.034937 -0.000674 -0.003988 -0.608428 0.793599
203.710000 6.469066 -1.521863 0.034751 -0.000632 -0.003950 -0.659065 0.752075
204.172000 6.470170 -1.610293 0.034467 -0.000972 -0.003777 -0.717299 0.696755
204.634000 6.487694 -1.608781 0.035146 -0.001051 -0.003879 -0.633395 0.773818
204.865000 6.506015 -1.601840 0.035811 -0.001217 -0.003988 -0.531915 0.846788
205.195000 6.519063 -1.590408 0.036431 -0.001390 -0.004116 -0.436220 0.899830
205.789000 6.558275 -1.668638 0.038302 -0.000736 -0.004055 -0.507076 0.861892
206.053000 6.562913 -1.734012 0.039567 0.000149 -0.004191 -0.606830 0.794820
206.350000 6.548282 -1.803658 0.040621 0.000977 -0.004193 -0.711185 0.702992
206.581000 6.526555 -1.856063 0.041517 0.001655 -0.004117 -0.773051 0.634328
206.845000 6.495587 -1.908300 0.042143 0.002514 -0.004104 -0.818029 0.575157
207.109000 6.460424 -1.961802 0.041653 0.002949 -0.003730 -0.847385 0.530958
207.571000 6.404041 -2.055907 0.041302 -0.004205 0.003152 0.883631 -0.468154
208.033000 6.322963 -2.086880 0.036048 -0.003789 0.001598 0.911219 -0.411902
209.188000 6.273579 -2.107542 0.037597 -0.003986 0.000379 0.952294 -0.305155
209.452000 6.221914 -2.139012 0.038838 -0.004109 0.000135 0.968181 -0.250217
209.683000 6.170219 -2.164144 0.037921 -0.004210 -0.000121 0.980633 -0.195808
209.947000 6.107798 -2.184016 0.036736 -0.004109 0.000020 0.991630 -0.129046
210.409000 5.997497 -2.201272 0.036014 -0.004100 -0.000076 0.998688 -0.051046
211.102000 5.960752 -2.217277 0.035394 -0.004020 0.000400 0.983172 -0.182640
211.333000 5.961505 -2.220345 0.034059 -0.003848 0.000846 0.957510 -0.288374
211.564000 5.960452 -2.221845 0.034029 -0.003889 0.000987 0.930943 -0.365143
212.257000 5.897970 -2.252327 0.033465 -0.004167 0.001227 0.949493 -0.313758
212.488000 5.843274 -2.249014 0.032947 -0.004229 0.000826 0.978288 -0.207204
212.719000 5.791853 -2.233311 0.032484 -0.004139 0.000150 0.995634 -0.093252
